IdCursoProg,IdCurso,IdCiclo,IdProfesor,Vacantes,Matriculados,PreCursoProg,Horario,Activo
3676,C012,2001-11,P041,3,17,500.00,Lu y Mi 19-22,1
3677,C001,2001-11,P003,1,19,400.00,Ma y Ju 19-22,1
3678,C010,2001-11,P006,8,12,700.00,Ma y Ju 19-22,1
3679,C014,2001-11,P040,1,19,700.00,Lu y Mi 19-22,1
3680,C011,2001-11,P039,8,12,700.00,Vi y Sa 19-22,1
3681,C005,2001-11,P037,7,13,500.00,Ma y Ju 19-22,1
3682,C014,2001-11,P014,9,11,700.00,Vi y Sa 19-22,1
3683,C009,2001-11,P014,11,9,500.00,Ma y Ju 19-22,1
3684,C009,2001-11,P022,6,14,500.00,Ma y Ju 19-22,1
3685,C001,2001-11,P033,7,13,400.00,Ma y Ju 19-22,1
3686,C007,2001-11,P002,5,15,700.00,Lu y Mi 19-22,1
3687,C006,2001-11,P009,9,11,700.00,Vi y Sa 19-22,1
3688,C009,2001-11,P023,8,12,500.00,Lu y Mi 19-22,1
3689,C002,2001-11,P018,13,7,500.00,Ju 19-22 y Sa 08-11,1
3690,C008,2001-12,P035,10,10,700.00,Lu y Mi 19-22,1
3691,C003,2001-12,P011,8,12,700.00,Lu y Mi 19-22,1
3692,C002,2001-12,P015,4,16,500.00,Ma y Ju 19-22,1
3693,C001,2001-12,P026,10,10,400.00,Ju 19-22 y Sa 08-11,1
3694,C007,2001-12,P026,4,16,700.00,Ma y Ju 19-22,1
3695,C005,2001-12,P021,8,12,500.00,Ma y Ju 19-22,1
3696,C004,2001-12,P028,8,12,700.00,Lu y Mi 19-22,1
3697,C005,2001-12,P009,10,10,500.00,Vi y Sa 19-22,1
3698,C013,2001-12,P001,8,12,700.00,Lu y Mi 19-22,1
3699,C002,2001-12,P031,0,20,500.00,Lu y Mi 19-22,1
3700,C014,2001-12,P019,11,9,700.00,Vi y Sa 19-22,1
3701,C006,2001-12,P020,1,19,700.00,Ju 19-22 y Sa 08-11,1
3702,C012,2001-12,P008,1,19,500.00,Ju 19-22 y Sa 08-11,1
3703,C009,2001-12,P007,5,15,500.00,Ma y Ju 19-22,1
3704,C009,2001-12,P034,12,8,500.00,Lu y Mi 19-22,1
3705,C010,2001-12,P042,3,17,700.00,Ma y Ju 19-22,1
3706,C008,2001-12,P024,11,9,700.00,Lu y Mi 19-22,1
3707,C001,2001-12,P023,1,19,400.00,Ma y Ju 19-22,1
3708,C004,2001-12,P021,13,7,700.00,Lu y Mi 19-22,1
3709,C004,2001-12,P010,5,15,700.00,Vi y Sa 19-22,1
3710,C007,2002-01,P015,7,13,700.00,Vi y Sa 19-22,1
3711,C004,2002-01,P001,3,17,700.00,Lu y Mi 19-22,1
3712,C014,2002-01,P001,1,19,700.00,Ju 19-22 y Sa 08-11,1
3713,C002,2002-01,P042,3,17,500.00,Lu y Mi 19-22,1
3714,C010,2002-01,P002,11,9,700.00,Ju 19-22 y Sa 08-11,1
3715,C003,2002-01,P028,13,7,700.00,Ju 19-22 y Sa 08-11,1
3716,C011,2002-01,P033,4,16,700.00,Lu y Mi 19-22,1
3717,C002,2002-01,P031,12,8,500.00,Lu y Mi 19-22,1
3718,C013,2002-01,P008,10,10,700.00,Vi y Sa 19-22,1
3719,C002,2002-01,P042,0,20,500.00,Ju 19-22 y Sa 08-11,1
3720,C007,2002-01,P005,6,14,700.00,Ma y Ju 19-22,1
3721,C006,2002-02,P029,12,8,700.00,Vi y Sa 19-22,1
3722,C003,2002-02,P026,11,9,700.00,Vi y Sa 19-22,1
3723,C005,2002-02,P013,6,14,500.00,Vi y Sa 19-22,1
3724,C011,2002-02,P031,10,10,700.00,Vi y Sa 19-22,1
3725,C012,2002-02,P025,13,7,500.00,Ma y Ju 19-22,1
3726,C003,2002-02,P003,5,15,700.00,Lu y Mi 19-22,1
3727,C001,2002-02,P012,2,18,400.00,Lu y Mi 19-22,1
3728,C013,2002-02,P034,6,14,700.00,Lu y Mi 19-22,1
3729,C006,2002-02,P032,1,19,700.00,Ju 19-22 y Sa 08-11,1
3730,C014,2002-02,P037,0,20,700.00,Ma y Ju 19-22,1
3731,C005,2002-02,P024,11,9,500.00,Lu y Mi 19-22,1
3732,C005,2002-02,P004,8,12,500.00,Ma y Ju 19-22,1
3733,C002,2002-02,P036,4,16,500.00,Lu y Mi 19-22,1
3734,C012,2002-02,P020,6,14,500.00,Ju 19-22 y Sa 08-11,1
3735,C005,2002-02,P002,8,12,500.00,Lu y Mi 19-22,1
3736,C005,2002-02,P004,11,9,500.00,Lu y Mi 19-22,1
3737,C001,2002-02,P013,10,10,400.00,Lu y Mi 19-22,1
3738,C014,2002-02,P036,7,13,700.00,Ju 19-22 y Sa 08-11,1
3739,C014,2002-02,P027,6,14,700.00,Ma y Ju 19-22,1
3740,C005,2002-03,P038,2,18,500.00,Ju 19-22 y Sa 08-11,1
3741,C002,2002-03,P002,2,18,500.00,Ma y Ju 19-22,1
3742,C011,2002-03,P028,1,19,700.00,Lu y Mi 19-22,1
3743,C008,2002-03,P019,12,8,700.00,Lu y Mi 19-22,1
3744,C001,2002-03,P017,6,14,400.00,Ju 19-22 y Sa 08-11,1
3745,C014,2002-03,P031,5,15,700.00,Vi y Sa 19-22,1
3746,C002,2002-03,P019,5,15,500.00,Ju 19-22 y Sa 08-11,1
3747,C002,2002-03,P003,5,15,500.00,Ju 19-22 y Sa 08-11,1
3748,C001,2002-03,P015,4,16,400.00,Ju 19-22 y Sa 08-11,1
3749,C008,2002-03,P027,2,18,700.00,Ma y Ju 19-22,1
3750,C009,2002-03,P007,0,20,500.00,Ju 19-22 y Sa 08-11,1
3751,C003,2002-03,P029,11,9,700.00,Ma y Ju 19-22,1
3752,C010,2002-03,P023,7,13,700.00,Vi y Sa 19-22,1
3753,C003,2002-03,P008,12,8,700.00,Vi y Sa 19-22,1
3754,C007,2002-03,P013,8,12,700.00,Ma y Ju 19-22,1
3755,C008,2002-04,P003,6,14,700.00,Ma y Ju 19-22,1
3756,C001,2002-04,P017,6,14,400.00,Ma y Ju 19-22,1
3757,C008,2002-04,P030,3,17,700.00,Ju 19-22 y Sa 08-11,1
3758,C002,2002-04,P040,3,17,500.00,Ma y Ju 19-22,1
3759,C006,2002-04,P024,3,17,700.00,Ma y Ju 19-22,1
3760,C009,2002-04,P037,6,14,500.00,Vi y Sa 19-22,1
3761,C007,2002-04,P033,2,18,700.00,Ju 19-22 y Sa 08-11,1
3762,C013,2002-04,P002,13,7,700.00,Ma y Ju 19-22,1
3763,C010,2002-04,P027,10,10,700.00,Ma y Ju 19-22,1
3764,C001,2002-04,P014,3,17,400.00,Lu y Mi 19-22,1
3765,C002,2002-05,P025,3,17,500.00,Lu y Mi 19-22,1
3766,C003,2002-05,P008,3,17,700.00,Ma y Ju 19-22,1
3767,C006,2002-05,P030,11,9,700.00,Lu y Mi 19-22,1
3768,C002,2002-05,P010,5,15,500.00,Ma y Ju 19-22,1
3769,C009,2002-05,P039,4,16,500.00,Vi y Sa 19-22,1
3770,C011,2002-05,P030,12,8,700.00,Ju 19-22 y Sa 08-11,1
3771,C011,2002-05,P025,12,8,700.00,Vi y Sa 19-22,1
3772,C011,2002-05,P003,4,16,700.00,Lu y Mi 19-22,1
3773,C014,2002-05,P035,8,12,700.00,Ma y Ju 19-22,1
3774,C006,2002-05,P021,2,18,700.00,Lu y Mi 19-22,1
3775,C001,2002-05,P002,9,11,400.00,Ma y Ju 19-22,1
3776,C012,2002-05,P003,5,15,500.00,Vi y Sa 19-22,1
3777,C014,2002-06,P041,10,10,700.00,Lu y Mi 19-22,1
3778,C001,2002-06,P009,12,8,400.00,Lu y Mi 19-22,1
3779,C004,2002-06,P027,4,16,700.00,Ju 19-22 y Sa 08-11,1
3780,C002,2002-06,P037,5,15,500.00,Ma y Ju 19-22,1
3781,C013,2002-06,P028,13,7,700.00,Vi y Sa 19-22,1
3782,C013,2002-06,P030,12,8,700.00,Ju 19-22 y Sa 08-11,1
3783,C012,2002-06,P036,6,14,500.00,Lu y Mi 19-22,1
3784,C007,2002-06,P016,10,10,700.00,Ju 19-22 y Sa 08-11,1
3785,C013,2002-06,P021,4,16,700.00,Ma y Ju 19-22,1
3786,C006,2002-06,P042,3,17,700.00,Ju 19-22 y Sa 08-11,1
3787,C001,2002-07,P025,12,8,400.00,Lu y Mi 19-22,1
3788,C010,2002-07,P027,9,11,700.00,Lu y Mi 19-22,1
3789,C001,2002-07,P009,5,15,400.00,Ju 19-22 y Sa 08-11,1
3790,C008,2002-07,P003,9,11,700.00,Vi y Sa 19-22,1
3791,C009,2002-07,P013,3,17,500.00,Ju 19-22 y Sa 08-11,1
3792,C012,2002-07,P004,2,18,500.00,Ma y Ju 19-22,1
3793,C013,2002-07,P039,2,18,700.00,Ju 19-22 y Sa 08-11,1
3794,C010,2002-07,P016,12,8,700.00,Ju 19-22 y Sa 08-11,1
3795,C006,2002-07,P034,9,11,700.00,Ma y Ju 19-22,1
3796,C009,2002-07,P034,10,10,500.00,Lu y Mi 19-22,1
3797,C002,2002-08,P005,4,16,500.00,Lu y Mi 19-22,1
3798,C009,2002-08,P026,8,12,500.00,Vi y Sa 19-22,1
3799,C007,2002-08,P002,6,14,700.00,Lu y Mi 19-22,1
3800,C014,2002-08,P004,7,13,700.00,Lu y Mi 19-22,1
3801,C008,2002-08,P037,10,10,700.00,Vi y Sa 19-22,1
3802,C002,2002-08,P004,10,10,500.00,Ju 19-22 y Sa 08-11,1
3803,C008,2002-08,P012,2,18,700.00,Ju 19-22 y Sa 08-11,1
3804,C012,2002-08,P030,2,18,500.00,Vi y Sa 19-22,1
3805,C004,2002-08,P015,1,19,700.00,Ma y Ju 19-22,1
3806,C004,2002-08,P036,11,9,700.00,Ma y Ju 19-22,1
3807,C012,2002-08,P019,1,19,500.00,Ma y Ju 19-22,1
3808,C014,2002-08,P015,6,14,700.00,Vi y Sa 19-22,1
3809,C012,2002-08,P032,9,11,500.00,Vi y Sa 19-22,1
3810,C005,2002-08,P028,6,14,500.00,Ma y Ju 19-22,1
3811,C007,2002-09,P040,5,15,700.00,Lu y Mi 19-22,1
3812,C011,2002-09,P010,4,16,700.00,Lu y Mi 19-22,1
3813,C007,2002-09,P037,10,10,700.00,Vi y Sa 19-22,1
3814,C014,2002-09,P033,12,8,700.00,Lu y Mi 19-22,1
3815,C013,2002-09,P023,6,14,700.00,Vi y Sa 19-22,1
3816,C006,2002-09,P009,7,13,700.00,Lu y Mi 19-22,1
3817,C009,2002-09,P006,12,8,500.00,Vi y Sa 19-22,1
3818,C010,2002-09,P010,9,11,700.00,Vi y Sa 19-22,1
3819,C004,2002-09,P026,13,7,700.00,Ju 19-22 y Sa 08-11,1
3820,C004,2002-09,P022,9,11,700.00,Ma y Ju 19-22,1
3821,C008,2002-09,P016,6,14,700.00,Ma y Ju 19-22,1
3822,C005,2002-09,P029,6,14,500.00,Vi y Sa 19-22,1
3823,C009,2002-09,P012,11,9,500.00,Ma y Ju 19-22,1
3824,C006,2002-09,P013,0,20,700.00,Ma y Ju 19-22,1
3825,C005,2002-10,P038,1,19,500.00,Ju 19-22 y Sa 08-11,1
3826,C009,2002-10,P036,10,10,500.00,Ju 19-22 y Sa 08-11,1
3827,C006,2002-10,P039,11,9,700.00,Ju 19-22 y Sa 08-11,1
3828,C003,2002-10,P031,10,10,700.00,Vi y Sa 19-22,1
3829,C003,2002-10,P015,13,7,700.00,Lu y Mi 19-22,1
3830,C012,2002-10,P038,11,9,500.00,Vi y Sa 19-22,1
3831,C005,2002-10,P030,8,12,500.00,Lu y Mi 19-22,1
3832,C008,2002-10,P040,1,19,700.00,Ma y Ju 19-22,1
3833,C010,2002-10,P016,13,7,700.00,Ma y Ju 19-22,1
3834,C011,2002-10,P008,6,14,700.00,Vi y Sa 19-22,1
3835,C007,2002-10,P037,5,15,700.00,Ju 19-22 y Sa 08-11,1
3836,C003,2002-10,P012,6,14,700.00,Ma y Ju 19-22,1
3837,C014,2002-10,P013,8,12,700.00,Vi y Sa 19-22,1
3838,C003,2002-10,P016,12,8,700.00,Ju 19-22 y Sa 08-11,1
3839,C013,2002-10,P012,11,9,700.00,Ju 19-22 y Sa 08-11,1
3840,C009,2002-10,P001,0,20,500.00,Lu y Mi 19-22,1
3841,C007,2002-10,P037,7,13,700.00,Ma y Ju 19-22,1
3842,C012,2002-10,P008,2,18,500.00,Ma y Ju 19-22,1
3843,C009,2002-11,P004,3,17,500.00,Ma y Ju 19-22,1
3844,C011,2002-11,P016,9,11,700.00,Vi y Sa 19-22,1
3845,C005,2002-11,P009,5,15,500.00,Vi y Sa 19-22,1
3846,C013,2002-11,P008,12,8,700.00,Ju 19-22 y Sa 08-11,1
3847,C013,2002-11,P027,13,7,700.00,Lu y Mi 19-22,1
3848,C008,2002-11,P012,3,17,700.00,Ma y Ju 19-22,1
3849,C012,2002-11,P007,2,18,500.00,Vi y Sa 19-22,1
3850,C014,2002-11,P004,7,13,700.00,Vi y Sa 19-22,1
3851,C005,2002-11,P028,12,8,500.00,Ma y Ju 19-22,1
3852,C014,2002-11,P036,1,19,700.00,Lu y Mi 19-22,1
3853,C008,2002-11,P015,4,16,700.00,Ju 19-22 y Sa 08-11,1
3854,C001,2002-11,P036,4,16,400.00,Lu y Mi 19-22,1
3855,C011,2002-11,P021,11,9,700.00,Lu y Mi 19-22,1
3856,C009,2002-11,P022,5,15,500.00,Ma y Ju 19-22,1
3857,C002,2002-11,P028,5,15,500.00,Lu y Mi 19-22,1
3858,C014,2002-11,P034,6,14,700.00,Lu y Mi 19-22,1
3859,C003,2002-11,P036,10,10,700.00,Ju 19-22 y Sa 08-11,1
3860,C012,2002-11,P035,3,17,500.00,Ju 19-22 y Sa 08-11,1
3861,C004,2002-11,P009,12,8,700.00,Ju 19-22 y Sa 08-11,1
3862,C004,2002-11,P003,0,20,700.00,Ma y Ju 19-22,1
3863,C013,2002-11,P004,8,12,700.00,Vi y Sa 19-22,1
3864,C006,2002-11,P017,7,13,700.00,Lu y Mi 19-22,1
3865,C010,2002-11,P035,4,16,700.00,Ma y Ju 19-22,1
3866,C007,2002-11,P007,9,11,700.00,Vi y Sa 19-22,1
3867,C010,2002-12,P037,13,7,700.00,Lu y Mi 19-22,1
3868,C010,2002-12,P004,5,15,700.00,Lu y Mi 19-22,1
3869,C002,2002-12,P013,0,20,500.00,Vi y Sa 19-22,1
3870,C002,2002-12,P020,4,16,500.00,Ju 19-22 y Sa 08-11,1
3871,C007,2002-12,P004,1,19,700.00,Ma y Ju 19-22,1
3872,C011,2002-12,P001,12,8,700.00,Ma y Ju 19-22,1
3873,C003,2002-12,P004,0,20,700.00,Vi y Sa 19-22,1
3874,C011,2002-12,P026,13,7,700.00,Lu y Mi 19-22,1
3875,C014,2002-12,P039,2,18,700.00,Lu y Mi 19-22,1
3876,C008,2002-12,P027,10,10,700.00,Ma y Ju 19-22,1
3877,C011,2002-12,P038,8,12,700.00,Vi y Sa 19-22,1
3878,C002,2002-12,P019,6,14,500.00,Ju 19-22 y Sa 08-11,1
3879,C007,2002-12,P034,13,7,700.00,Vi y Sa 19-22,1
3880,C008,2002-12,P016,5,15,700.00,Lu y Mi 19-22,1
3881,C002,2002-12,P042,7,13,500.00,Lu y Mi 19-22,1
3882,C014,2002-12,P029,0,20,700.00,Ma y Ju 19-22,1
3883,C006,2002-12,P037,2,18,700.00,Lu y Mi 19-22,1
3884,C009,2003-01,P035,6,14,500.00,Lu y Mi 19-22,1
3885,C010,2003-01,P011,2,18,700.00,Ju 19-22 y Sa 08-11,1
3886,C002,2003-01,P004,5,15,500.00,Ju 19-22 y Sa 08-11,1
3887,C010,2003-01,P005,7,13,700.00,Lu y Mi 19-22,1
3888,C009,2003-01,P025,2,18,500.00,Ju 19-22 y Sa 08-11,1
3889,C010,2003-01,P028,6,14,700.00,Ma y Ju 19-22,1
3890,C001,2003-01,P040,1,19,400.00,Ma y Ju 19-22,1
3891,C002,2003-01,P023,1,19,500.00,Ju 19-22 y Sa 08-11,1
3892,C008,2003-01,P025,5,15,700.00,Vi y Sa 19-22,1
3893,C009,2003-01,P013,7,13,500.00,Lu y Mi 19-22,1
3894,C013,2003-01,P028,11,9,700.00,Ju 19-22 y Sa 08-11,1
3895,C011,2003-01,P028,2,18,700.00,Vi y Sa 19-22,1
3896,C002,2003-01,P006,4,16,500.00,Lu y Mi 19-22,1
3897,C004,2003-01,P001,1,19,700.00,Ma y Ju 19-22,1
3898,C011,2003-01,P007,7,13,700.00,Vi y Sa 19-22,1
3899,C003,2003-01,P028,3,17,700.00,Vi y Sa 19-22,1
3900,C005,2003-01,P011,1,19,500.00,Lu y Mi 19-22,1
3901,C014,2003-01,P030,4,16,700.00,Ju 19-22 y Sa 08-11,1
3902,C012,2003-02,P032,4,16,500.00,Ma y Ju 19-22,1
3903,C002,2003-02,P041,4,16,500.00,Ju 19-22 y Sa 08-11,1
3904,C005,2003-02,P020,12,8,500.00,Lu y Mi 19-22,1
3905,C011,2003-02,P021,5,15,700.00,Ma y Ju 19-22,1
3906,C004,2003-02,P016,12,8,700.00,Ma y Ju 19-22,1
3907,C003,2003-02,P006,7,13,700.00,Vi y Sa 19-22,1
3908,C003,2003-02,P028,13,7,700.00,Lu y Mi 19-22,1
3909,C008,2003-02,P027,11,9,700.00,Vi y Sa 19-22,1
3910,C003,2003-02,P016,12,8,700.00,Ju 19-22 y Sa 08-11,1
3911,C014,2003-02,P008,4,16,700.00,Ma y Ju 19-22,1
3912,C004,2003-03,P042,4,16,700.00,Ju 19-22 y Sa 08-11,1
3913,C009,2003-03,P041,8,12,500.00,Ma y Ju 19-22,1
3914,C013,2003-03,P019,8,12,700.00,Ma y Ju 19-22,1
3915,C003,2003-03,P005,9,11,700.00,Vi y Sa 19-22,1
3916,C009,2003-03,P035,3,17,500.00,Vi y Sa 19-22,1
3917,C013,2003-03,P037,5,15,700.00,Ju 19-22 y Sa 08-11,1
3918,C007,2003-03,P015,11,9,700.00,Ma y Ju 19-22,1
3919,C001,2003-03,P002,7,13,400.00,Ju 19-22 y Sa 08-11,1
3920,C003,2003-03,P025,11,9,700.00,Vi y Sa 19-22,1
3921,C007,2003-03,P034,13,7,700.00,Ma y Ju 19-22,1
3922,C013,2003-03,P036,5,15,700.00,Ma y Ju 19-22,1
3923,C003,2003-03,P014,7,13,700.00,Ju 19-22 y Sa 08-11,1
3924,C004,2003-03,P022,6,14,700.00,Ma y Ju 19-22,1
3925,C014,2003-03,P006,4,16,700.00,Ju 19-22 y Sa 08-11,1
3926,C010,2003-03,P014,8,12,700.00,Lu y Mi 19-22,1
3927,C006,2003-03,P032,0,20,700.00,Ju 19-22 y Sa 08-11,1
3928,C003,2003-03,P042,6,14,700.00,Vi y Sa 19-22,1
3929,C010,2003-03,P028,2,18,700.00,Lu y Mi 19-22,1
3930,C003,2003-03,P031,7,13,700.00,Lu y Mi 19-22,1
3931,C013,2003-03,P028,6,14,700.00,Vi y Sa 19-22,1
3932,C005,2003-03,P022,4,16,500.00,Ma y Ju 19-22,1
3933,C002,2003-03,P040,12,8,500.00,Ju 19-22 y Sa 08-11,1
3934,C011,2003-03,P039,4,16,700.00,Lu y Mi 19-22,1
3935,C007,2003-04,P029,9,11,700.00,Vi y Sa 19-22,1
3936,C004,2003-04,P020,7,13,700.00,Vi y Sa 19-22,1
3937,C013,2003-04,P008,4,16,700.00,Lu y Mi 19-22,1
3938,C009,2003-04,P039,2,18,500.00,Ju 19-22 y Sa 08-11,1
3939,C008,2003-04,P040,0,20,700.00,Ju 19-22 y Sa 08-11,1
3940,C003,2003-04,P014,5,15,700.00,Vi y Sa 19-22,1
3941,C011,2003-04,P006,12,8,700.00,Ju 19-22 y Sa 08-11,1
3942,C006,2003-04,P006,9,11,700.00,Ju 19-22 y Sa 08-11,1
3943,C012,2003-04,P031,2,18,500.00,Lu y Mi 19-22,1
3944,C010,2003-04,P009,12,8,700.00,Ma y Ju 19-22,1
3945,C013,2003-04,P009,5,15,700.00,Ju 19-22 y Sa 08-11,1
3946,C005,2003-04,P007,6,14,500.00,Ju 19-22 y Sa 08-11,1
3947,C012,2003-04,P038,10,10,500.00,Ju 19-22 y Sa 08-11,1
3948,C002,2003-05,P032,7,13,500.00,Ju 19-22 y Sa 08-11,1
3949,C008,2003-05,P010,4,16,700.00,Ma y Ju 19-22,1
3950,C014,2003-05,P025,3,17,700.00,Vi y Sa 19-22,1
3951,C001,2003-05,P005,11,9,400.00,Ma y Ju 19-22,1
3952,C001,2003-05,P003,3,17,400.00,Ju 19-22 y Sa 08-11,1
3953,C010,2003-05,P007,5,15,700.00,Vi y Sa 19-22,1
3954,C006,2003-05,P015,3,17,700.00,Vi y Sa 19-22,1
3955,C012,2003-05,P034,6,14,500.00,Vi y Sa 19-22,1
3956,C013,2003-05,P014,4,16,700.00,Vi y Sa 19-22,1
3957,C005,2003-05,P015,4,16,500.00,Lu y Mi 19-22,1
3958,C007,2003-05,P030,7,13,700.00,Ju 19-22 y Sa 08-11,1
3959,C006,2003-06,P008,3,17,700.00,Ma y Ju 19-22,1
3960,C007,2003-06,P031,2,18,700.00,Vi y Sa 19-22,1
3961,C005,2003-06,P027,8,12,500.00,Vi y Sa 19-22,1
3962,C004,2003-06,P034,6,14,700.00,Ju 19-22 y Sa 08-11,1
3963,C006,2003-06,P028,8,12,700.00,Vi y Sa 19-22,1
3964,C013,2003-06,P012,0,20,700.00,Ju 19-22 y Sa 08-11,1
3965,C012,2003-06,P028,10,10,500.00,Ma y Ju 19-22,1
3966,C006,2003-06,P003,7,13,700.00,Vi y Sa 19-22,1
3967,C009,2003-06,P038,7,13,500.00,Ma y Ju 19-22,1
3968,C010,2003-06,P006,9,11,700.00,Vi y Sa 19-22,1
3969,C009,2003-06,P034,12,8,500.00,Ma y Ju 19-22,1
3970,C013,2003-06,P020,0,20,700.00,Vi y Sa 19-22,1
3971,C004,2003-06,P001,7,13,700.00,Ma y Ju 19-22,1
3972,C005,2003-06,P002,2,18,500.00,Ju 19-22 y Sa 08-11,1
3973,C003,2003-06,P035,9,11,700.00,Ju 19-22 y Sa 08-11,1
3974,C009,2003-06,P001,6,14,500.00,Ma y Ju 19-22,1
3975,C009,2003-06,P035,13,7,500.00,Vi y Sa 19-22,1
3976,C003,2003-06,P016,2,18,700.00,Vi y Sa 19-22,1
3977,C013,2003-07,P030,1,19,700.00,Lu y Mi 19-22,1
3978,C011,2003-07,P005,8,12,700.00,Ma y Ju 19-22,1
3979,C005,2003-07,P041,13,7,500.00,Lu y Mi 19-22,1
3980,C005,2003-07,P034,13,7,500.00,Ju 19-22 y Sa 08-11,1
3981,C002,2003-07,P025,10,10,500.00,Lu y Mi 19-22,1
3982,C008,2003-07,P017,3,17,700.00,Vi y Sa 19-22,1
3983,C006,2003-07,P035,9,11,700.00,Ma y Ju 19-22,1
3984,C001,2003-07,P037,10,10,400.00,Vi y Sa 19-22,1
3985,C013,2003-07,P042,1,19,700.00,Ma y Ju 19-22,1
3986,C005,2003-07,P035,3,17,500.00,Ma y Ju 19-22,1
3987,C003,2003-07,P013,4,16,700.00,Ma y Ju 19-22,1
3988,C010,2003-07,P006,3,17,700.00,Lu y Mi 19-22,1
3989,C012,2003-07,P038,10,10,500.00,Lu y Mi 19-22,1
3990,C003,2003-07,P024,4,16,700.00,Vi y Sa 19-22,1
3991,C013,2003-07,P042,2,18,700.00,Ma y Ju 19-22,1
3992,C014,2003-07,P026,1,19,700.00,Ju 19-22 y Sa 08-11,1
3993,C010,2003-07,P004,9,11,700.00,Ma y Ju 19-22,1
3994,C002,2003-07,P035,3,17,500.00,Ju 19-22 y Sa 08-11,1
3995,C006,2003-07,P040,4,16,700.00,Vi y Sa 19-22,1
3996,C011,2003-07,P029,10,10,700.00,Ma y Ju 19-22,1
3997,C003,2003-08,P022,11,9,700.00,Ma y Ju 19-22,1
3998,C011,2003-08,P019,1,19,700.00,Vi y Sa 19-22,1
3999,C012,2003-08,P001,12,8,500.00,Vi y Sa 19-22,1
4000,C013,2003-08,P013,11,9,700.00,Lu y Mi 19-22,1
4001,C009,2003-08,P015,10,10,500.00,Vi y Sa 19-22,1
4002,C008,2003-08,P020,3,17,700.00,Lu y Mi 19-22,1
4003,C006,2003-08,P023,13,7,700.00,Vi y Sa 19-22,1
4004,C006,2003-08,P022,10,10,700.00,Ma y Ju 19-22,1
4005,C004,2003-08,P022,6,14,700.00,Ju 19-22 y Sa 08-11,1
4006,C010,2003-08,P025,3,17,700.00,Ma y Ju 19-22,1
4007,C007,2003-08,P028,3,17,700.00,Ju 19-22 y Sa 08-11,1
4008,C008,2003-08,P041,4,16,700.00,Ma y Ju 19-22,1
4009,C001,2003-08,P026,5,15,400.00,Vi y Sa 19-22,1
4010,C009,2003-08,P018,8,12,500.00,Ma y Ju 19-22,1
4011,C014,2003-08,P007,2,18,700.00,Vi y Sa 19-22,1
4012,C011,2003-08,P003,4,16,700.00,Lu y Mi 19-22,1
4013,C011,2003-09,P037,2,18,700.00,Lu y Mi 19-22,1
4014,C007,2003-09,P039,8,12,700.00,Ju 19-22 y Sa 08-11,1
4015,C014,2003-09,P014,11,9,700.00,Ju 19-22 y Sa 08-11,1
4016,C006,2003-09,P011,4,16,700.00,Ju 19-22 y Sa 08-11,1
4017,C003,2003-09,P016,1,19,700.00,Lu y Mi 19-22,1
4018,C012,2003-09,P027,8,12,500.00,Lu y Mi 19-22,1
4019,C001,2003-09,P007,2,18,400.00,Ma y Ju 19-22,1
4020,C004,2003-09,P042,5,15,700.00,Vi y Sa 19-22,1
4021,C004,2003-09,P015,10,10,700.00,Ju 19-22 y Sa 08-11,1
4022,C006,2003-09,P023,10,10,700.00,Ju 19-22 y Sa 08-11,1
4023,C001,2003-09,P016,4,16,400.00,Ju 19-22 y Sa 08-11,1
4024,C012,2003-09,P033,7,13,500.00,Vi y Sa 19-22,1
4025,C006,2003-09,P013,4,16,700.00,Ju 19-22 y Sa 08-11,1
4026,C010,2003-09,P036,11,9,700.00,Vi y Sa 19-22,1
4027,C006,2003-09,P015,2,18,700.00,Lu y Mi 19-22,1
4028,C003,2003-10,P035,13,7,700.00,Ju 19-22 y Sa 08-11,1
4029,C007,2003-10,P042,5,15,700.00,Ma y Ju 19-22,1
4030,C008,2003-10,P007,10,10,700.00,Ju 19-22 y Sa 08-11,1
4031,C001,2003-10,P002,6,14,400.00,Ju 19-22 y Sa 08-11,1
4032,C014,2003-10,P015,6,14,700.00,Ju 19-22 y Sa 08-11,1
4033,C009,2003-10,P011,0,20,500.00,Ma y Ju 19-22,1
4034,C007,2003-10,P037,12,8,700.00,Ma y Ju 19-22,1
4035,C001,2003-10,P015,2,18,400.00,Lu y Mi 19-22,1
4036,C007,2003-10,P032,9,11,700.00,Lu y Mi 19-22,1
4037,C003,2003-10,P028,2,18,700.00,Lu y Mi 19-22,1
4038,C009,2003-10,P030,13,7,500.00,Ju 19-22 y Sa 08-11,1
4039,C012,2003-10,P020,7,13,500.00,Vi y Sa 19-22,1
4040,C013,2003-10,P031,8,12,700.00,Ju 19-22 y Sa 08-11,1
4041,C012,2003-10,P010,7,13,500.00,Ma y Ju 19-22,1
4042,C008,2003-10,P023,3,17,700.00,Lu y Mi 19-22,1
4043,C002,2003-10,P024,8,12,500.00,Ma y Ju 19-22,1
4044,C013,2003-10,P035,8,12,700.00,Vi y Sa 19-22,1
4045,C002,2003-10,P041,7,13,500.00,Ju 19-22 y Sa 08-11,1
4046,C013,2003-10,P036,8,12,700.00,Lu y Mi 19-22,1
4047,C011,2003-10,P028,3,17,700.00,Ma y Ju 19-22,1
4048,C005,2003-11,P026,13,7,500.00,Ma y Ju 19-22,1
4049,C007,2003-11,P001,9,11,700.00,Vi y Sa 19-22,1
